cpt_hcpcs,tos,tos_desc,age_from,age_thru,age_units,urban_allowed_amount,urban_effective_start,rural_allowed_amount,rural_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,source_code,source_description
78227,4,RADIOLOGY,0,999,Years,390.26,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78230,4,RADIOLOGY,0,999,Years,162.39,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78231,4,RADIOLOGY,0,999,Years,104.25,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78232,4,RADIOLOGY,0,999,Years,102.58,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78258,4,RADIOLOGY,0,999,Years,196.80,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78261,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78262,4,RADIOLOGY,0,999,Years,223.20,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78264,4,RADIOLOGY,0,999,Years,296.71,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78265,4,RADIOLOGY,0,999,Years,353.51,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78266,4,RADIOLOGY,0,999,Years,397.61,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78278,4,RADIOLOGY,0,999,Years,313.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78282,4,RADIOLOGY,0,999,Years,66.81,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78290,4,RADIOLOGY,0,999,Years,295.70,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78291,4,RADIOLOGY,0,999,Years,238.58,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78299,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78300,4,RADIOLOGY,0,999,Years,203.15,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78305,4,RADIOLOGY,0,999,Years,247.59,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78306,4,RADIOLOGY,0,999,Years,264.64,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78315,4,RADIOLOGY,0,999,Years,310.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78399,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78414,4,RADIOLOGY,0,999,Years,156.38,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78428,4,RADIOLOGY,0,999,Years,171.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78445,4,RADIOLOGY,0,999,Years,171.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78451,4,RADIOLOGY,0,999,Years,306.74,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78452,4,RADIOLOGY,0,999,Years,422.34,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78453,4,RADIOLOGY,0,999,Years,264.30,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78454,4,RADIOLOGY,0,999,Years,391.26,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78456,4,RADIOLOGY,0,999,Years,281.68,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78457,4,RADIOLOGY,0,999,Years,156.38,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78458,4,RADIOLOGY,0,999,Years,190.79,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78466,4,RADIOLOGY,0,999,Years,160.05,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78468,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78472,4,RADIOLOGY,0,999,Years,206.83,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78473,4,RADIOLOGY,0,999,Years,262.96,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78481,4,RADIOLOGY,0,999,Years,161.39,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78483,4,RADIOLOGY,0,999,Years,218.19,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78494,4,RADIOLOGY,0,999,Years,209.50,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78499,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78579,4,RADIOLOGY,0,999,Years,169.08,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78580,4,RADIOLOGY,0,999,Years,213.51,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78582,4,RADIOLOGY,0,999,Years,297.04,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78597,4,RADIOLOGY,0,999,Years,181.76,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78598,4,RADIOLOGY,0,999,Years,269.31,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78599,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78600,4,RADIOLOGY,0,999,Years,166.74,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78601,4,RADIOLOGY,0,999,Years,196.80,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78605,4,RADIOLOGY,0,999,Years,183.78,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78606,4,RADIOLOGY,0,999,Years,295.70,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78608,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78610,4,RADIOLOGY,0,999,Years,160.05,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78630,4,RADIOLOGY,0,999,Years,302.05,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78635,4,RADIOLOGY,0,999,Years,302.73,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78645,4,RADIOLOGY,0,999,Years,290.70,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78650,4,RADIOLOGY,0,999,Years,242.91,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78660,4,RADIOLOGY,0,999,Years,131.65,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78699,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78700,4,RADIOLOGY,0,999,Years,157.04,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78701,4,RADIOLOGY,0,999,Years,205.83,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78707,4,RADIOLOGY,0,999,Years,212.84,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78708,4,RADIOLOGY,0,999,Years,176.09,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78709,4,RADIOLOGY,0,999,Years,332.13,2026-03-01,678.22,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78725,4,RADIOLOGY,0,999,Years,97.56,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78740,4,RADIOLOGY,0,999,Years,209.50,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78761,4,RADIOLOGY,0,999,Years,195.14,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78799,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78800,4,RADIOLOGY,0,999,Years,228.55,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78801,4,RADIOLOGY,0,999,Years,244.59,2026-03-01,506.31,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78802,4,RADIOLOGY,0,999,Years,275.66,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78803,4,RADIOLOGY,0,999,Years,338.81,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78804,4,RADIOLOGY,0,999,Years,571.03,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78811,4,RADIOLOGY,0,999,Years,1305.48,2026-03-01,1644.90,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78812,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78813,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78814,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78815,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78816,4,RADIOLOGY,0,999,Years,1458.59,2026-03-01,1837.82,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78830,4,RADIOLOGY,0,999,Years,436.04,2025-03-01,1704.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78831,4,RADIOLOGY,0,999,Years,652.23,2025-03-01,1704.69,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78832,4,RADIOLOGY,0,999,Years,823.96,2025-03-01,1878.16,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78835,4,RADIOLOGY,0,999,Years,89.21,2025-03-01,90.48,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
78999,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,506.31,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79005,4,RADIOLOGY,0,999,Years,134.99,2026-03-01,282.40,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79101,4,RADIOLOGY,0,999,Years,145.68,2026-03-01,282.40,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79200,4,RADIOLOGY,0,999,Years,130.98,2024-03-01,282.40,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79440,4,RADIOLOGY,0,999,Years,117.95,2024-03-01,282.40,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79445,4,RADIOLOGY,0,999,Years,224.13,2026-03-01,282.40,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
79999,4,RADIOLOGY,0,999,Years,0.00,2022-03-01,282.40,2026-03-01,5,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
91110,4,RADIOLOGY,0,999,Years,732.90,2025-09-01,1181.33,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
91111,4,RADIOLOGY,0,999,Years,871.84,2025-09-01,1181.33,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
91112,4,RADIOLOGY,0,999,Years,937.56,2025-09-01,1181.33,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
91113,4,RADIOLOGY,0,999,Years,870.81,2025-03-01,1097.22,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
91200,4,RADIOLOGY,0,999,Years,31.93,2025-09-01,197.14,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93278,4,RADIOLOGY,0,999,Years,31.74,2025-09-01,74.84,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93303,4,RADIOLOGY,0,999,Years,215.51,2025-09-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93304,4,RADIOLOGY,0,999,Years,151.70,2025-09-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93307,4,RADIOLOGY,0,999,Years,135.33,2025-09-01,304.57,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93308,4,RADIOLOGY,0,999,Years,97.56,2025-09-01,304.57,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93312,4,RADIOLOGY,0,999,Years,232.89,2025-09-01,690.86,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93313,4,RADIOLOGY,0,999,Years,11.03,2017-07-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93315,4,RADIOLOGY,0,999,Years,359.51,2024-03-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93316,4,RADIOLOGY,0,999,Years,25.06,2024-03-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93318,4,RADIOLOGY,0,999,Years,257.31,2025-09-01,690.86,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93319,4,RADIOLOGY,0,999,Years,24.21,2025-09-01,102.34,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93350,4,RADIOLOGY,0,999,Years,182.78,2025-09-01,690.86,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93355,4,RADIOLOGY,0,999,Years,219.86,2025-03-01,222.98,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93880,4,RADIOLOGY,0,999,Years,187.79,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93882,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93886,4,RADIOLOGY,0,999,Years,241.72,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93888,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93892,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93893,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93923,4,RADIOLOGY,0,999,Years,129.98,2025-09-01,197.14,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93924,4,RADIOLOGY,0,999,Years,156.46,2025-09-01,197.14,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93925,4,RADIOLOGY,0,999,Years,236.56,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93926,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93930,4,RADIOLOGY,0,999,Years,197.14,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93931,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93970,4,RADIOLOGY,0,999,Years,184.78,2025-09-01,304.57,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93971,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,HP,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93975,4,RADIOLOGY,0,999,Years,241.72,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93976,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93978,4,RADIOLOGY,0,999,Years,179.76,2025-09-01,304.57,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93979,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93980,4,RADIOLOGY,0,999,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93981,4,RADIOLOGY,0,999,Years,70.50,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
93990,4,RADIOLOGY,0,20,Years,106.34,2025-09-01,133.99,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
95965,4,RADIOLOGY,0,999,Years,893.35,2025-09-01,1281.91,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
95966,4,RADIOLOGY,0,999,Years,525.03,2025-09-01,1281.91,2025-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
95967,4,RADIOLOGY,0,999,Years,728.29,2025-09-01,728.29,2021-09-01,,RH,,2025-09-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
C9756,4,RADIOLOGY,0,999,Years,136.66,2025-03-01,109.33,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
C9762,4,RADIOLOGY,0,999,Years,418.00,2023-09-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
C9763,4,RADIOLOGY,0,999,Years,418.00,2023-09-01,662.29,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
C9776,4,RADIOLOGY,0,999,Years,135.66,2025-03-01,109.33,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
G0130,4,RADIOLOGY,0,999,Years,37.54,2025-03-01,134.67,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
G0279,4,RADIOLOGY,0,999,Years,47.45,2025-03-01,59.79,2025-03-01,,RH,,2025-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
Q0035,4,RADIOLOGY,0,20,Years,22.05,2026-03-01,49.46,2026-03-01,,RH,,2026-03-01,PRCR604C,HOSPITAL OUTPATIENT IMAGING SERVICES
